object_id,drink_id,language,priority,drink_name,alcoholic,cocktail_or_not,category,base,place,company,cocktailType,glass,taste,color,alcohol_percentage,method_category,method_detail,description,image,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,measure1,measure2,measure3,measure4,measure5,measure6,measure7,measure8,measure9,measure10,source,reference_url,date_modified
193,193,ja,TRUE,モッキンバード,Alcohol,TRUE,カクテル,テキーラ,,,ショート,カクテルグラス,中甘辛口,緑,普通,シェーク,シェークして、カクテル・グラスに注ぐ。,モッキンバードとは、アメリカ南部に生息するメキシコの“ものまね鳥”のこと。このカクテルがテキーラをベースにした美しい緑色であることからこの名前がついたとか。ミントの香りが爽やかな心地よく酔えるカクテル。,https://www.suntory.co.jp/wnb/img/cocktail/p_mockingbird.gif,テキーラ　サウザ　ブルー,ミントリキュール（グリーン）,フレッシュライムジュース,,,,,,,,1/2,1/4,1/4,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/mockingbird/index.html,2018/10/11 15:06
203,203,ja,TRUE,ロングアイランドアイスティー,Alcohol,TRUE,カクテル,テキーラ,,,ロング,コリンズグラス,中甘辛口,ブラウン(琥珀色）,強い（25度以上）,ビルド,クラッシュドアイスを詰めたコリンズ・グラスに注ぎ、軽くかき混ぜる。レモンとレッド・チェリーを飾る。,1980年代初頭、アメリカ・ニューヨーク州ロングアイランドで生まれたカクテル。紅茶を一滴も使わないで、アイスティーの味わいと色を出した魔法のカクテル。ケーキに紅茶という組み合わせもいいけれど、アイスティー風味のカクテルとの相性も試してみたい。アルコール度の高いカクテルなので、レモンジュースやコーラの甘味にだまされないように注意！,https://www.suntory.co.jp/wnb/img/cocktail/p_long_island_iced_tea.gif,ジン,ウォッカ,ブルガル　エクストラドライ,テキーラ　サウザ　シルバー,ホワイトキュラソー（トリプルセック）,フレッシュレモンジュース,コーラ,,,,15ml,15ml,15ml,15ml,15ml,30ml,40ml,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/long_island_iced_tea/index.html,2018/10/11 15:06
213,213,ja,TRUE,カクタスフラワー,Alcohol,TRUE,カクテル,テキーラ,,,ロング,ワイングラス,中甘辛口,オレンジ,普通,シェーク,オランジーナ以外をシェークして、氷を入れたグラスに注ぐ。オランジーナで満たし、軽くステアする。パイナップルの葉、グレープフルーツの皮、パプリカ、ブラックオリーブを飾り、ストローを添える。,"2016 BeamSuntoy The Cocktail Award 「カクテルアワード2016」松下知寛氏の作品。
燦々と降り注ぐ太陽の恵みを受け美しく咲き誇る、カクテルフラワー。そんな南国の美しき花をグラスの中に表現したカクテル。",https://www.suntory.co.jp/wnb/img/cocktail/p_cactus_flower.gif,テキーラ　サウザ　ブルー,ルジェ　クレーム　ド　ストロベリー,マリブ　（ココナッツリキュール）,フレッシュライムジュース,オランジーナ,,,,,,30ｍｌ,10ｍｌ,10ｍｌ,10ｍｌ,適量,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cactus_flower/index.html,2018/10/11 15:06
223,223,ja,TRUE,サウザファームサワーオレンジ,Alcohol,TRUE,カクテル,テキーラ,,,ロング,タンブラー,甘口,オレンジ,弱い(8度以下）,ビルド,１/８カットのオレンジを3個搾り入れる。サウザブルーとシロップを計り入れる。氷を縁まで入れ、ソーダを注いだら、マドラーで軽くひと混ぜする。,"サウザ ファーム サワーとは、テキーラ サウザ ブルーと、フレッシュフルーツ・野菜でつくったサワーのこと。オレンジの爽やかな味わいをサウザブルーが引き立てます。ガムシロップの代わりに、アガベシロップを使うと更に美味しく！
マイボトルで作れば、見た目のフォトジェニックさも楽しめます。",https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_farm_sour_org.gif,テキーラ　サウザ　ブルー,ガムシロップ,ソーダ,オレンジ,,,,,,,30ml,10ml,150ml,3/8個,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_farm_sour_org/index.html,2018/10/11 15:06
233,233,ja,TRUE,サウザファームサワーきゅうり＆レモン,Alcohol,TRUE,カクテル,テキーラ,,,ロング,タンブラー,甘口,緑,弱い(8度以下）,ビルド,きゅうりを輪切りにし（１０枚）入れ、レモンを搾り入れる。サウザブルーとシロップを計り入れる。氷を縁まで入れ、ソーダを注いだら、マドラーで軽くひと混ぜする。,"サウザ ファーム サワーとは、テキーラ サウザ ブルーと、フレッシュフルーツ・野菜でつくったサワーのこと。きゅうりとレモンの爽やかな味わいをサウザブルーが引き立てます。ガムシロップの代わりに、アガベシロップを使うと更に美味しく！
マイボトルで作れば、見た目のフォトジェニックさも楽しめます。",https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_farm_sour_q_lemmon.gif,テキーラ　サウザ　ブルー,ガムシロップ,ソーダ,きゅうり,レモン,,,,,,30ml,10ml,150ml,15g,1/4個,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_farm_sour_q_lemmon/index.html,2018/10/11 15:06
243,243,ja,TRUE,サウザファームサワーグレープフルーツ,Alcohol,TRUE,カクテル,テキーラ,,,ロング,タンブラー,甘口,黄色,弱い(8度以下）,ビルド,１/８カットのグレープフルーツを3個搾り入れる。サウザブルーとシロップを計り入れる。氷を縁まで入れ、ソーダを注いだら、マドラーで軽くひと混ぜする。,"サウザ ファーム サワーとは、テキーラ サウザ ブルーと、フレッシュフルーツ・野菜でつくったサワーのこと。グレープフルーツの爽やかな味わいをサウザブルーが引き立てます。ガムシロップの代わりに、アガベシロップを使うと更に美味しく！
マイボトルで作れば、見た目のフォトジェニックさも楽しめます。",https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_farm_sour_grap.gif,テキーラ　サウザ　ブルー,ガムシロップ,ソーダ,グレープフルーツ,,,,,,,30ml,10ml,120ml,3/8 個,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_farm_sour_grap/index.html,2018/10/11 15:06
253,253,ja,TRUE,サウザファームサワートマト,Alcohol,TRUE,カクテル,テキーラ,,,ロング,タンブラー,甘口,赤,弱い(8度以下）,ビルド,プチトマトをを半分にカットし搾り入れる。サウザブルーとシロップを計り入れる。氷を縁まで入れ、ソーダを注いだら、マドラーで軽くひと混ぜする。,"サウザ ファーム サワーとは、テキーラ サウザ ブルーと、フレッシュフルーツ・野菜でつくったサワーのこと。トマトの爽やかな味わいをサウザブルーが引き立てます。ガムシロップの代わりに、アガベシロップを使うと更に美味しく！
マイボトルで作れば、見た目のフォトジェニックさも楽しめます。",https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_farm_sour_tomato.gif,テキーラ　サウザ　ブルー,ガムシロップ,ソーダ,プチトマト,,,,,,,30ml,10ml,150ml,3 個,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_farm_sour_tomato/index.html,2018/10/11 15:06
263,263,ja,TRUE,サウザファームサワーパクチーライム,Alcohol,TRUE,カクテル,テキーラ,,,ロング,タンブラー,甘口,緑,弱い(8度以下）,ビルド,１/８カットのライムを2個搾り入れ、パクチーを入れる。サウザブルーとシロップを計り入れる。氷を縁まで入れ、ソーダを注いだら、マドラーで軽くひと混ぜする。,"サウザ ファーム サワーとは、テキーラ サウザ ブルーと、フレッシュフルーツ・野菜でつくったサワーのこと。パクチーとライムの爽やかな味わいをサウザブルーが引き立てます。ガムシロップの代わりに、アガベシロップを使うと更に美味しく！
マイボトルで作れば、見た目のフォトジェニックさも楽しめます。",https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_farm_sour_pakuti.gif,テキーラ　サウザ　ブルー,ガムシロップ,ソーダ,パクチー,ライム,,,,,,30ml,10ml,150ml,3g,1/4個,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_farm_sour_pakuti/index.html,2018/10/11 15:06
273,273,ja,TRUE,サウザファームサワーライム,Alcohol,TRUE,カクテル,テキーラ,,,ロング,タンブラー,甘口,緑,弱い(8度以下）,ビルド,１/８カットのライムを3個搾り入れる。サウザブルーとシロップを計り入れる。氷を縁まで入れ、ソーダを注いだら、マドラーで軽くひと混ぜする。,"サウザ ファーム サワーとは、テキーラ サウザ ブルーと、フレッシュフルーツ・野菜でつくったサワーのこと。ライムの爽やかな味わいをサウザブルーが引き立てます。ガムシロップの代わりに、アガベシロップを使うと更に美味しく！
マイボトルで作れば、見た目のフォトジェニックさも楽しめます。",https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_farm_sour_lime.gif,テキーラ　サウザ　ブルー,ガムシロップ,ソーダ,ライム,,,,,,,30ml,10ml,150ml,3/8個,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_farm_sour_lime/index.html,2018/10/11 15:06
283,283,ja,TRUE,サウザファームサワーレモン,Alcohol,TRUE,カクテル,テキーラ,,,ロング,タンブラー,甘口,黄色,弱い(8度以下）,ビルド,１/８カットのレモンを3個搾り入れる。サウザブルーとシロップを計り入れる。氷を縁まで入れ、ソーダを注いだら、マドラーで軽くひと混ぜする。,"サウザ ファーム サワーとは、テキーラ サウザ ブルーと、フレッシュフルーツ・野菜でつくったサワーのこと。レモンの爽やかな味わいをサウザブルーが引き立てます。ガムシロップの代わりに、アガベシロップを使うと更に美味しく！
マイボトルで作れば、見た目のフォトジェニックさも楽しめます。",https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_farm_sour_lemmon.gif,テキーラ　サウザ　ブルー,ガムシロップ,ソーダ,レモン,,,,,,,30ml,10ml,150ml,3/8個,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_farm_sour_lemmon/index.html,2018/10/11 15:06
293,293,ja,TRUE,サウザブルーギムレットソーダ,Alcohol,TRUE,カクテル,テキーラ,,,ロング,タンブラー,中甘辛口,白,普通,ビルド,ソーダ水以外の材料をシェークし、氷を入れたタンブラーに注ぐ。冷やしたソーダ水で満たす。,"「テキーラ・ギムレットのハイボールスタイルをアガベ100%のサウザブルーで味わう。 
周囲の誰とも違う、個性的な楽しみ方。",https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_blue_gimlet_soda.gif,テキーラ　サウザ　ブルー,ホワイトキュラソー（トリプルセック）,ガムシロップ,ソーダ,,,,,,,3/4量,1/4量,1.5tsp,適量,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_blue_gimlet_soda/index.html,2018/10/11 15:06
303,303,ja,TRUE,サウザブルーマルガリータソーダ,Alcohol,TRUE,カクテル,テキーラ,,,ロング,タンブラー,中甘辛口,白,普通,ビルド,ソーダ水以外の材料をシェーク。塩でスノースタイルにし、氷を入れたタンブラーに注ぐ。冷やしたソーダ水で満たす。,"スタイリッシュ・マルガリータをソーダ・アップでハイボールスタイルに仕上げたもの。
爽快でスムーズな味わいの新感覚マルガリータ。",https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_blue_margarita_soda.gif,テキーラ　サウザ　ブルー,ホワイトキュラソー（トリプルセック）,フレッシュライムジュース,ソーダ,,,,,,,2/4量,1/4量,1/4量,適量,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_blue_margarita_soda/index.html,2018/10/11 15:06
