id,drink_id,language,description,recipe,color,location,company
328,110,0,ブルーの色合いが南国の青い海を想わせる美しいカクテル。ドランブイのハーブの香りと、テキーラの独特の香りが織り成すトロピカルカクテル。,ソーダ以外の材料をシェークし、クラッシュド・アイスを詰めたタンブラーに注ぐ。ソーダを注ぎ、軽くステアする。ライムを飾り、ストローを添える。,青,,
329,110,1,Drambui,Shake materials other than soda and pour into crumbled umbrella tumbler. Pour the soda and lightly steer. Decorate lime and add straw.,Blue,,
330,110,2,Drambuie,摇晃苏打水以外的材料，倒入碎的伞状滚筒中。倒入苏打水，轻轻转向。装饰石灰，加入稻草。,绿,,
331,111,0,1967年、ANBA（全日本バーテンダー協会）のカクテルコンペティションで1位入選をした作品。大阪の渡辺義之氏作。ブルー・キュラソーの青さが澄み切った青空を連想させる、美しいカクテルである。キュラソーの甘く苦い香りとライムが絶妙のバランスでハーモニーして、ラムの味をより刺激的なものにかえた名作カクテルである。,シェークして、カクテル・グラスに注ぐ。,青,,
332,111,1,Bulgar Extra Dry,Shake and pour into a cocktail glass.,Blue,,
333,111,2,Bulgar Extra Dry,摇匀，倒入鸡尾酒杯。,绿,,
334,112,0,ハワイで生まれて、ハワイで育ったカクテル。「スコーピオン」とは“さそり”のこと。ほどよい甘さと酸味のバランスがよい、フルーティーなカクテル。口当たりは良いが、意外とアルコール度数は高いので飲みすぎに注意！,シェークして、クラッシュド・アイスを詰めた大型グラスに注ぎ、軽くステアする。オレンジ、レモン等を飾り、ストローを添える。,オレンジ,,
335,112,1,Bulgar Extra Dry,"Shake and pour into a large glass filled with crushed ice and lightly steer. Decorate oranges, lemons etc, and add a straw.",Orange,,
336,112,2,Bulgar Extra Dry,摇晃并倒入装满碎冰的大玻璃杯中，然后轻轻转向。装饰橙子，柠檬等，并加入吸管。,橙,,
337,113,0,,材料をミキサーにかけ、氷を入れたグラスに注ぐグラスのふちにココナッツフレークをまぶし、パイナップル、レッド・チェリーを飾る。,白,,
338,113,1,Bulgar Extra Dry,"Pour the ingredients in a mixer and pour into the glass with ice. Coat the coconut flakes at the edge of the glass, decorate pineapple, red cherry.",White,,
339,113,2,Bulgar Extra Dry,将配料倒入搅拌机中，加入冰块倒入玻璃杯中，在玻璃边缘涂上椰子片，装饰菠萝，红樱桃。,白,,
340,114,0,,ミキサーにかけグラスに注ぐ。,ブラウン(琥珀色）,,
341,114,1,Bulgar Extra Dry,Pour into a glass on a mixer.,Brown (amber),,
342,114,2,Bulgar Extra Dry,倒入搅拌机的玻璃杯中。,棕色（琥珀色）,,
343,115,0,,材料をミキサーにかけ、氷を入れたグラスに注ぐオレンジ、レッド・チェリーを飾る。,赤,,
344,115,1,Bulgar Aneho,Put the ingredients in a mixer and pour into the glass with ice orange to decorate the red cherry.,Red,,
345,115,2,Bulgar Aneho,将配料放入搅拌机中，倒入装有冰橙的玻璃杯中，以装饰红樱桃。,红,,
346,116,0,,ミントの葉、１枝分と砂糖ライムジュースを軽くつぶしながら混ぜる。砂糖が溶けたら、残りの材料と氷を加え混ぜる。ミントを飾る。,ブラウン(琥珀色）,,
347,116,1,Bulgar Extra Dry,"Mix mint leaves, one branch and sugar lime juice while lightly crushing. Once the sugar has melted, mix the remaining ingredients and ice. Decorate the mint.",Brown (amber),,
348,116,2,Bulgar Extra Dry,混合薄荷叶，一枝和糖柠檬汁，轻轻压碎。一旦糖融化，将剩余的成分和冰混合。装饰薄荷。,棕色（琥珀色）,,
349,117,0,クリスマスドリンクとして、アメリカ、イギリスで親しまれているカクテル。19世紀末の名バーテンダー、ジェリー・トーマス氏が考案した。彼ははじめこのカクテルに「コペンハーゲン」という名前をつけようと思っていたが、すでに別のカクテルにつけられていたので、それならと自分の名前をつけたそうだ。風をひいたときに薬がわりに飲む人も多い、ホットカクテルである。熱湯をミルクにかえ、卵を全卵であわ立てると「ブランデー・エッグノッグ」になる。,卵は黄身と白身を別々に泡立てる。黄身に砂糖を加えてさらに泡立て、白身と和える。ラムとクルボアジェを加えかき混ぜ、ホットグラスに注ぐ。熱湯で満たし、軽くステアする。,ブラウン(琥珀色）,,
350,117,1,Bulgar Extra Dry,"Egg whishes yolk and white separately. Add sugar to yolk and whisk and whisk with white. Add rum and curvoisier and stir, pour into hot glass. Fill with hot water and lightly steer.",Brown (amber),,
351,117,2,Bulgar Extra Dry,鸡蛋分别蛋黄和白色。在蛋黄中加入糖，搅拌均匀，用白色搅拌均匀。加入朗姆酒和curvoisier搅拌，倒入热玻璃杯中。加满热水，轻轻转向。,棕色（琥珀色）,,
352,118,0,食後向きのカクテルの名作といわれるカクテル「アレキサンダー」（ブランデー、クレーム ド カカオ、生クリーム）のベースをラムに代えたもの。,シェ－クして、カクテル・グラスに注ぐ。,ブラウン(琥珀色）,,
353,118,1,Bulgar Extra Dry,Shake and pour into a cocktail glass.,Brown (amber),,
354,118,2,Bulgar Extra Dry,摇匀，倒入鸡尾酒杯。,棕色（琥珀色）,,
355,119,0,“Between the sheets”とは、“ベッドに入って”という意味。ナイトキャップにおすすめの、少々アルコール度数が高めのカクテル。カクテルを飲みながら、甘い夢の世界へ入り込んでいきたい。“ナイトキャップ”とは、いわゆる寝酒のことで、眠りに心地よく誘ってくれるパートナーのようなもの。少し高めのアルコール度数で口当たりの良い、刺激の少ないタイプがナイトキャップに適している。,シェークして、カクテル・グラスに注ぐ。,ブラウン(琥珀色）,,
356,119,1,Courvoisier VSOP Rouge,Shake and pour into a cocktail glass.,Brown (amber),,
357,119,2,Courvoisier VSOP Rouge,摇匀，倒入鸡尾酒杯。,棕色（琥珀色）,,
358,120,0,"1950年代以降、ミキサー（ブレンダー）の誕生により、次々と新しいカクテルが生まれた。ミキサーで作る“フローズンスタイル”のカクテルは、カクテルの歴史の中でも今までにない新しい味わいを生み出した。
シェークで作る「ダイキリ」をミキサーにかけてつくる「フローズン・ダイキリ」に、バナナやイチゴ、キウイなどの果物をまぜれば「フローズン…ダイキリ」になる。こうした場合、フルーツは約30～40ｇ使うのが目安。材料にバナナを使った場合は、デコレーションにもバナナを飾りたい。",ミキサーにかけ、大型シャンパン・グラスに移す。バナナを飾り、ストローを添える。,白,,
359,120,1,Bulgar Extra Dry,Place in a mixer and transfer to a large champagne glass. Decorate the banana and add a straw.,White,,
360,120,2,Bulgar Extra Dry,放入搅拌机，转移到大型香槟酒杯。装饰香蕉并加入吸管。,白,,
361,121,0,その名のとおり、南海の楽園・ハワイの美しい海を想わせるカクテル。ラムの甘い香りとブルーキュラソーの鮮やかな青い色、そして、美しく飾られたフルーツやランの花に、気分はもうハワイ。ブルーキュラソーがつくりだす色彩が鮮やか。パイナップルジュースとレモンジュースがさわやかな味に仕上げている。ストローが２本添えられているが、これはクラッシュドアイスが詰まってしまったときのための救護策。もちろん、二人で寄り添って飲んでも結構。デコレーションには、カットしたパイナップルや季節の花を。「ブルー・ハワイ」のレモンジュースをココナッツ・ミルクにかえると、「ブルー・ハワイアン」というカクテルになる。,シェークして、クラッシュドアイスを詰めたグラスに注ぐ。パイナップルなどを飾り、ストロー2本を添える。,青,,
362,121,1,Bulgar Extra Dry,Shake and pour into a glass filled with crushed ice cream. Pineapple etc. Decorate and add 2 straws.,Blue,,
363,121,2,Bulgar Extra Dry,摇匀，倒入装满碎冰淇淋的玻璃杯中。菠萝等装饰并添加2根吸管。,绿,,
364,122,0,溶けたバターのコクのある香りとラムの香りが湯気にのって立ち上る、体が芯から温まるカクテル。お好みでシナモン・スティックを添えても、さらに香りが良くなる。,あらかじめ温めておいたホットグラスに角砂糖を入れ、少量の湯で溶かす。ラムを注ぎ、熱湯で満たし、軽くかき混ぜる。バターを浮かべ、ロング・スプーンを添える。,ブラウン(琥珀色）,,
365,122,1,Bulgar Aneho,"Put the cube sugar in a hot glass that has been warmed beforehand and melt it with a small amount of hot water. Pour the rum, fill with hot water and gently stir. Float butter, add a long spoon.",Brown (amber),,
366,122,2,Bulgar Aneho,将方糖放入预先加热过的热玻璃杯中，然后用少量热水将其融化。倒入朗姆酒，加入热水，轻轻搅拌。浮油，加一个长勺。,棕色（琥珀色）,,
367,123,0,アメリカで最も有名なリゾート地のマイアミをイメージした、穏やかなカリブの海風のようなカクテル。ホワイトラムと甘く苦いキュラソーと、レモンジュースの味がさわやかなハーモニーを奏でている。似た名前でウイスキーベースのマイアミ・ビーチというカクテルがあるのでお間違いのないように。,シェークして、カクテル・グラスに注ぐ,白,,
368,123,1,Bulgar Extra Dry,Shake and pour into a cocktail glass,White,,
369,123,2,Bulgar Extra Dry,摇匀，倒入鸡尾酒杯,白,,
370,124,0,トロピカルカクテルの女王といわれるカクテル。「マイタイ」とは、ポリネシア語のタヒチ方言で“最高！”という意味。ブルーハワイ、チチと共に、トロピカルカクテルの代表である。色鮮やかなフルーツでデコレーションされ、気分はもう南国！甘くて口当たりのよいカクテルだが、意外とアルコール度数が高いため、飲みすぎには注意。,デメララ以外の材料をシェークし、クラッシュド・アイスを詰めた大型グラスに注ぐ。デメララをフロートする。パイナップルなどのフルーツを飾り、ストローを添える。,ブラウン(琥珀色）,,
